content_key,content_item_id,content_item_version_id,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,previous_topic_code,defect_class,evidence_fields_used
apstat-summary_stats-090010,ac4f56b6-c442-4a93-92b9-a88a3c0a1486,57dab60e-dc50-4837-a52f-ceb5a96c74d4,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090011,71469c6b-2f7f-4479-bf4e-9b1a85dbb56c,93e2faee-3b54-44ed-88b4-d0d96b0c3b4b,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090012,f290c308-8a72-48f9-9092-12b332c5d8ec,55258f94-0a49-459c-82cd-c3e8456e032e,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090013,9eac7e43-9b8b-4168-9dc2-ea5ff7e75f0a,f018ab32-66b7-445c-a846-96f042fe5e59,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090014,caab716d-74dd-4a50-8483-a99573708cd1,4acc4192-6b54-46ab-a139-613f651faa54,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090015,809d712f-5200-4ccd-8674-9a8dbd08ac3b,793df8dd-ad2f-4e33-b0ec-e85ac059d5f5,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090016,4471806c-6298-4e1d-9bab-6c56ec3eee05,328d6e57-9795-4635-9ddd-48c82d0188b3,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090017,31f9e1d9-385b-44bb-8146-b09e8a032860,fecf6f1a-9543-4bd0-8e55-d631b62a5ccc,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090018,179c9e44-82b7-46a3-8ae7-5e7715f8aeba,dd9a9b5b-5572-48a1-8ed2-159c70c65de5,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090019,9948edb0-4eb9-4cac-be09-123c88268622,cdbd7e69-8382-4548-827c-4608834e4363,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-2-2a-variables-102000,00133d35-1021-472c-9111-74b41ae9da19,c4e809b3-fc44-4030-801a-56f460cc5342,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102001,6920f4b8-81a7-40a2-b6a2-ad9740f3aaa5,4ac8ed35-ecfa-4072-9045-0a121adb0a46,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102002,3d72aa2b-3ccf-482c-91b3-e71503ed78f0,7894447c-996b-4a53-8863-bd090141e618,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102003,4225488d-8024-4914-9410-58d63121b298,0c67f1b1-e3ac-4710-9570-9264da6b4a10,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102004,12a14035-9b50-4006-ae3b-adf396b3e0de,81abe476-c154-43c1-b0f8-25876b0dce72,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102005,7d462381-73cb-46f8-b7c3-126f71ef0144,b550597b-a485-4a7c-95b8-eb13415cc226,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102006,9a6f8c54-8797-4248-bb8b-260e2d83fd38,b70e4537-a06e-4567-a8b5-5d69aac5ffd3,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102007,6a90d992-f284-4a85-9149-4d4d4fd62ae3,435870c7-e659-4415-80bc-dc25f16f879c,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102008,ffd0d5a8-6929-46d2-ac4a-351f54fa8979,8da78b94-1d4d-4625-9c5c-534e3adb95a5,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102009,5a221aaf-2764-4b8e-b78f-53c2605c0dc6,76c32ddc-e680-4149-a509-0695ea10b5c9,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102010,2cdbf818-2b2f-4947-b68a-5ed1f5d20a2a,cdde1c00-aa76-41c4-bf5a-3e41acae1ae0,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102011,a218504e-e494-4270-b623-175032222ff6,20499521-5309-48d8-8123-c5f0f20eb54f,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102012,0becb8d8-20d7-4820-8ad3-39fc40c186cc,7e87f3cf-b860-4f90-a988-6cd30f1dbc32,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102013,620ae0de-9035-435c-a21d-25a60e73f8db,df2a227e-6228-4fb8-881a-0c1f5567a877,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102014,9fab8fb3-4a2a-4ad6-a1c5-1354ae4b401d,2bbc627e-5b37-4332-b6a9-468b3f40fbc6,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102015,8af5796e-1e7d-4548-9096-b3fcbac8bec3,b0001e70-12bb-4435-9db2-b978047bc07c,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102016,29ef41e5-73bf-4656-a826-757bf6fb34e5,e345ae86-c67f-4d6b-88e5-770a4ffad371,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102017,885b888d-7544-43d7-9a88-c9160ceb2662,b0635d34-6c56-464f-a863-01fad8cfd896,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102018,71378b90-34ec-4b4c-a029-d7cb13725c64,6601901c-a560-458d-bcb5-4766e3e1e807,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-2-2a-variables-102019,407e995d-702e-46eb-9b2e-8c4d2a7ca9d3,eb4193c3-6f45-428b-84a7-2086604ae151,ap-statistics,mcq,1,1.2,Variables,template_prepass,high,Assigned to 1.2 because the template prepass evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105000,22d66f90-7b45-4d26-b001-57d0f9c845e6,edf7d3eb-11fc-4088-b25b-1c7190cb7ab5,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105001,f17cb555-9907-4710-b8ad-81640e5c7307,06caa6ed-db82-4327-a298-e7e735f94af6,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105002,f50bd16b-76f1-4f32-8f08-85b3400e1d5e,8aaab649-5d1f-4a05-9814-daab2c9eba53,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105003,f4f5c833-4a97-4874-aa6b-775658f783ce,6b0d9c38-4b11-4157-97a0-d0c70d4ecb84,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105004,d9850838-27a8-48c6-8dea-ff46dbace6e8,259bb09f-3404-4269-8351-75bd47a06a69,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105005,9432e5a1-29d0-4dc8-ab3c-92bb2b9a6bcd,f3fa703e-80e4-4dc6-9a5c-eca981e9f978,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105006,4680fa25-b743-45b4-89d4-cc1c54ac325e,10986d9c-861e-417b-a7d1-83a0f6db069a,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105007,601aadfe-e7e1-4eca-9a28-9a749a63b7ce,cc1836a1-ebfa-4f76-a64b-544d0132571f,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105008,cd922413-6ef6-47fc-9a08-3acd7b292326,9da820de-95d3-467e-b76b-570c0cc3c0aa,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105009,34d7a4cc-677e-4aa5-bdcf-ea67228c2a1b,39bd2331-5756-4909-aa43-721757e5880c,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105010,9f40c065-12f7-4eb4-8583-1af6a780e141,837ab53c-6074-4a09-af7e-3f2021534d3f,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105011,baa12732-edbe-4e0a-b44c-3f569784b818,11a6ff3c-757f-4b5e-91e2-393b77c677c2,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105012,26203ac7-b8c3-49e8-97f3-843cdfc42ca4,818f47ba-55fc-4e87-979b-27d054bfc1dd,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105013,ef2a690e-76ab-4809-8f3b-1e1f2ef3a81b,708563b5-6131-477e-a243-a1e8d80670ca,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105014,65d894e7-0d2b-4221-874d-0fd7d441f1da,459c4ae6-5b18-4cd6-a826-18e7b9fbd609,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105015,477f8b3e-22cc-46e8-9581-beda87b7ef08,157c6134-dfdb-4119-b0af-6a65230e7bd6,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105016,c686fe19-43f5-40b7-bddd-9588d92cd95e,f01ee017-3470-4b78-9194-6580f4796022,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105017,2157bd77-ee62-4e55-8eef-26e769e3f929,55ed4d91-4ec0-4d21-8456-a7f5c5ad94c2,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105018,ff425057-b916-4853-ac9b-319561e2440b,b691074e-99aa-4a64-bee6-34595939fda3,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-5-3a-graphs-105019,7fed113a-8dc5-4162-9124-4e472bb861d8,9ba43cb0-0dcd-4a34-89fc-d6b4fccfa96e,ap-statistics,mcq,1,1.5,Graphical Representations for One Quantitative Variable,template_prepass,high,Assigned to 1.5 because the template prepass evidence matches Graphical Representations for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus
apstat-u1-6-4a-distribution-106000,3ca0d36f-10d7-42b0-8e05-1abdbc7df96f,53803b17-5d07-4e98-a928-eb3c4002ee81,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106001,385f10c3-a893-4aac-b9b8-695452c37f92,e9791104-98ad-47b3-a5b0-68c1a76a4a08,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106002,cbc1bb4a-4ad7-4d94-8b5e-d0b46935b323,3d1f357d-2e6e-44e8-93d0-83cdecb8b7a1,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106003,0699fd98-5975-4e40-bb66-10f5d9b0bedb,4346f247-1c51-474e-a085-54ba2634e5de,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106004,d884687c-3870-4d79-b684-cadd1152875f,95a13ca1-384e-4ca2-b5aa-0ff3278180d6,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106005,0d808171-b06a-4155-a02b-e386d485c24e,e1e73b15-b833-4b0d-8fc5-86c8268faf35,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106006,e281a7d0-83d8-48a8-9986-a7c3d265cf4c,192513c0-14b5-4da1-8eb5-c743fb14b892,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106007,fa848c20-7799-4707-bcec-fdf737ed9a95,4d014f30-2e3d-4539-a864-3c0570f33e75,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106008,3426719a-5a17-4b68-943f-2d05e4e08144,5c721504-e1ac-4db4-8fdb-e543711a13ac,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106009,8f6b2202-b6c4-4935-aae5-4bcc198a975f,410ac655-3bf5-40de-9a81-05fe97f1f7b0,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106010,52ca1742-9dc5-4de6-9ca9-5fcfc9e60e0a,e2ed723f-15e2-4111-85e3-e506ebb7e734,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106011,1e5d852b-96bb-4751-a86f-31a728a28eca,54e7b807-3142-4d01-90c4-6b3006dfcc82,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106012,660ac6e9-8791-4f67-af4d-7394d603b724,3eded8d5-0886-49d4-9dd1-ef06da7d3326,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106013,a3b69385-65ed-438b-bcc8-4ab08402e0f7,00688c7f-bae6-44cd-8ec8-c43a49e01737,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106014,9405e091-854b-40b0-809f-810670b784d6,85c28fac-1032-4b35-b21d-9d02f8141458,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106015,10f12376-b73c-4f75-a333-dcf4cfe7d95a,ccd3230d-81df-40d0-a3f2-e0aeb0a5fd93,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106016,30ca4e3a-f012-4fd7-a1c8-880cebd6ec73,ea9f18ee-e496-4899-b5e9-8b425f3f23a0,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106017,11d10283-18e9-4639-b04a-05a3218afd90,d1e9239a-f227-42fc-922b-1ecec9d9a6a5,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106018,dd4ba5ac-3d18-4253-a572-6a5c20883e0e,426e0da5-333a-4ce4-b3da-7aecd5f2e0f5,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-6-4a-distribution-106019,30f2fef2-37ec-4699-9f49-a79de2152285,f578c6fb-a8e1-44be-9971-d2b2b7ccb5ee,ap-statistics,mcq,1,1.6,Descriptions for One Quantitative Variable Distributions,template_prepass,high,Assigned to 1.6 because the template prepass evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-u1-8-3a-boxplots-108000,ce2689ff-d88e-495a-afd8-872a7143f475,bffbe1af-f57c-416f-b128-2320077b39e6,ap-statistics,mcq,1,1.8,Graphical Representations of Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.8 because the template prepass evidence matches Graphical Representations of Summary Statistics for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
